9982	3954	3953	44801	44792	44797
3945	16	40	13050	13049	13263
9987	3987	29	44929	13171	13168
9982	3955	3954	44807	44800	44801
17	1	3	12907	12909	12921
3948	1	3947	12905	12904	44773
3983	81	48	13637	13328	13329
3953	19	3952	13080	13075	44791
11322	1631	1475	27530	26117	26118
9514	3954	3936	44802	44735	44739
3967	3965	31	44850	13184	13185
3942	3938	7	44747	12964	12969
4334	4284	271	46078	15303	15304
4164	4111	112	45363	13912	13913
11092	2973	9491	39388	39387	67317
3968	35	34	13224	13220	13222
3973	3972	40	44875	13267	13268
11322	6563	6565	55328	55326	55340
11152	159	10018	14323	14325	68623
34	35	33	13220	13210	13212
3972	3945	40	44768	13263	13267
4055	113	46	13921	13318	13314
3947	3946	18	44771	13065	13066
3972	3	3945	12929	12931	44768
44	18	41	13073	13074	13273
3952	19	3951	13075	13082	44786
3951	46	21	13317	13101	13096
3982	23	22	13116	13105	13106
3983	48	3982	13329	13333	44909
7736	7574	2173	59741	32358	32350
9995	3985	9988	44920	44923	68573
3507	3154	391	40502	16391	16393
10008	10007	110	68604	13898	13904
3968	65	35	13498	13223	13224
3995	3994	31	44961	13178	13189
3994	3967	31	44852	13185	13178
3998	3640	61	43269	13467	13466
4002	4001	63	44983	13486	13487
9999	4007	9525	45004	45006	67387
4002	33	4001	13204	13211	44983
64	35	65	13230	13223	13497
4006	17	3973	13061	13060	44876
62	40	16	13269	13049	13054
6678	6677	1708	55797	28168	28169
9890	8317	2494	62905	35280	35278
5793	1166	5732	23355	23363	51891
5847	1260	1171	24203	23410	23412
18	44	46	13073	13303	13072
5316	875	3088	20714	20707	40106
6073	6072	1259	53289	24184	24185
10017	4120	4122	45402	45401	45413
3530	2391	2414	34343	34338	34555
4086	135	4083	14110	14109	45264
10005	4107	65	45351	13503	13500
3984	23	3982	13113	13116	44910
9994	4000	3999	44980	44975	44977
48	81	83	13328	13643	13335
11151	10013	3997	68615	44971	44969
8320	3358	4081	41715	41707	45256
10802	8029	7972	61702	61458	61459
3536	238	3233	15006	15007	40978
9216	2860	9212	38511	38509	66394
3692	329	3549	15825	15827	42762
4049	3999	64	44978	13496	13495
4000	63	3999	13484	13485	44975
109	64	65	13491	13497	13501
4005	4004	36	44988	13237	13238
10009	4056	4057	45178	45175	45181
68	40	62	13265	13269	13473
67	111	66	13515	13510	13509
10017	118	117	13962	13957	13955
9328	3603	2882	43060	38694	38695
4054	4053	112	45166	13911	13919
5430	5272	879	49998	20748	20749
10013	57	4131	13424	13423	45448
10600	1894	7029	29816	29813	57373
8261	2467	8135	35028	35027	62134
9432	2918	9409	39003	39002	67034
10024	10012	4132	68611	45455	45453
4001	64	63	13492	13479	13486
4136	4135	138	45467	14137	14138
4084	4083	135	45265	14109	14116
8590	2679	8587	36918	36917	64099
139	140	97	14148	13788	13787
3721	640	3150	18605	18604	40477
4094	4093	140	45302	14150	14153
4096	4095	142	45314	14169	14166
10022	4130	4182	45444	45445	45658
4110	4109	108	45359	13881	13882
4055	46	44	13314	13303	13304
4105	189	108	14596	13876	13879
4109	150	68	14248	13531	13532
4110	150	4109	14244	14248	45359
10016	4129	51	45442	13368	13370
10022	4079	4130	45245	45244	45444
9520	4176	4125	45635	45422	45424
119	83	81	13656	13643	13642
9523	4160	4106	45568	45346	45350
10019	118	10017	13966	13962	68622
9738	6977	7115	57145	57144	57754
4127	128	4074	14051	14053	45232
10014	4112	4260	45370	45371	45979
4031	3176	93	40635	13752	13750
128	159	122	14048	13995	13996
4129	4032	51	45096	13367	13368
10670	3456	7318	42251	42255	58601
8321	2552	3282	35793	35792	41234
7697	7642	2164	60042	32276	32277
169	165	131	14376	14075	14076
8320	2477	8279	35126	35122	62748
8549	6820	1694	56449	28050	28058
4088	99	3720	13803	13802	43684
9129	1802	6877	28995	28993	56705
4136	172	4135	14449	14448	45467
10430	9673	1454	67744	25919	25921
10043	10031	4201	68646	45744	45743
4095	4093	142	45298	14170	14169
4105	4049	109	45144	13890	13896
10034	192	4254	14624	14625	45942
10035	4185	4275	45677	45674	46045
4322	4259	193	45971	14640	14637
11098	254	4252	15150	15149	45937
4111	4054	112	45167	13919	13912
151	191	110	14250	13900	13902
152	151	111	14255	13910	13905
4517	425	388	16685	16362	16360
4113	4060	113	45189	13928	13927
4517	388	329	16360	15828	15829
4167	4164	195	45588	14651	14657
10797	7820	2233	60812	32902	32906
6026	6025	1327	53094	24796	24797
10023	4134	4188	45463	45466	45690
4170	195	112	14653	13917	13915
10018	4120	4121	45405	45403	45410
4176	200	4125	14704	14703	45422
4176	83	4175	13659	13653	45632
4182	4130	166	45445	14385	14390
10020	4145	4147	45507	45506	45516
10014	4260	153	45979	14272	14269
8714	2675	8624	36883	36876	64251
208	170	132	14428	14078	14081
4085	136	3092	14122	14121	40134
10028	10025	178	68637	14500	14502
10028	178	4145	14502	14503	45510
4196	4140	139	45484	14147	14141
9575	694	4934	19081	19080	48655
4196	242	216	15045	14830	14831
10026	174	5577	14469	14467	51251
10026	5577	137	51251	14131	14132
8922	8091	2370	61951	34143	34138
4147	4145	181	45506	14529	14526
10046	238	3592	15017	15012	42995
4210	248	224	15101	14898	14903
9529	190	9524	14607	14606	67386
10058	229	4322	14935	14933	46230
4212	4110	108	45360	13882	13877
10046	4226	238	45834	15009	15017
226	192	150	14627	14247	14241
4216	4163	228	45585	14923	14927
151	152	227	14255	14262	14254
4327	4326	230	46245	14944	14941
11101	9543	10086	67426	67425	68769
4467	323	386	15768	15767	16341
6447	1563	6396	26916	26915	54631
3741	3268	2432	41162	34716	34715
5744	1143	5646	23142	23146	51532
11197	1225	10370	23899	23898	69368
10037	4186	4284	45681	45678	46084
4221	206	4182	14749	14748	45656
165	169	235	14376	14415	14377
206	208	132	14745	14081	14085
4133	136	4085	14117	14122	45273
4227	4191	212	45704	14792	14793
4234	4196	139	45719	14141	14143
4228	4227	212	45836	14793	14795
10057	255	4316	15157	15156	46196
4193	3463	174	42292	14468	14463
9955	2827	9071	38219	38218	65892
9715	8802	1790	64949	28888	28881
10727	7716	7605	60378	59885	59884
10045	4256	4213	45955	45787	45783
9532	4260	4112	45972	45371	45366
9534	4174	119	45629	13972	13974
224	248	250	14898	15099	14897
10054	4253	4214	45940	45789	45790
4161	149	4108	14239	14240	45355
9533	4321	258	46225	15182	15180
4164	193	4111	14636	14635	45363
4252	189	4251	14594	14598	45932
10037	207	4184	14761	14760	45668
8167	8075	2437	61880	34756	34753
4216	4165	41	45589	13277	13276
4113	113	4112	13927	13922	45369
4175	4174	199	45627	14692	14697
11303	11144	8873	71066	65196	65197
4223	4187	134	45687	14104	14105
4277	269	208	15290	14765	14762
4388	4341	331	46299	15846	15845
4225	272	209	15318	14775	14769
10038	135	4283	14115	14114	46076
4338	3071	272	40007	15315	15316
4281	170	4280	14426	14425	46067
4225	4223	236	45824	14995	14994
4187	4134	134	45460	14101	14104
9161	5482	3446	50875	42201	42202
273	210	171	14784	14430	14440
272	274	209	15314	14776	14775
4234	2947	242	39211	15053	15046
171	274	275	14443	15331	14444
273	171	275	14440	14444	15325
274	276	275	15326	15336	15331
275	276	277	15336	15342	15335
273	275	277	15325	15335	15322
274	238	276	15016	15014	15326
4345	4344	242	46311	15051	15052
238	237	276	15001	14998	15014
8973	3598	7242	43029	43035	58280
4229	213	4193	14808	14807	45711
10048	10043	4238	68673	45886	45888
4395	337	4394	15901	15891	46500
4296	216	3550	14829	14824	42770
4428	3592	3536	42990	42689	42690
4247	224	250	14902	14897	15112
9236	2840	2852	38336	38334	38435
226	290	192	14911	14621	14627
4212	4211	226	45777	14909	14912
8942	8834	2727	65066	37327	37321
8118	8071	2435	61867	34742	34737
9196	5703	3062	51766	39953	39954
9534	119	4171	13974	13970	45614
9547	4559	9347	47142	47143	66821
4325	294	4324	15507	15506	46237
9536	4285	271	46086	15308	15309
9095	3704	2835	43587	38294	38291
8913	269	4279	15288	15287	46064
4220	232	202	14951	14719	14720
8411	2479	8327	35146	35143	62949
4338	4286	302	46089	15579	15580
8942	2727	3113	37321	37324	40249
7086	7084	1944	57631	30274	30281
9537	4317	4320	46202	46200	46223
4287	237	239	14999	15003	15021
4337	4336	301	46283	15569	15570
10657	10648	2003	70008	30787	30795
4855	4853	642	48314	18628	18630
3234	874	908	20700	20703	21004
4344	307	4297	15619	15617	46123
4293	2947	280	39215	15369	15370
9038	9016	912	65694	21037	21043
4348	310	3411	15643	15646	42015
11239	10626	7081	69963	57612	57613
8112	977	5652	21664	21663	51555
7596	2211	2999	32704	32702	39543
10264	1353	6136	25039	25038	53571
9531	256	9529	15167	15166	67394
4361	3169	318	40588	15726	15725
4258	227	4215	14919	14920	45794
4361	318	4360	15725	15724	46374
9531	4257	256	45963	15168	15167
4506	415	417	16612	16611	16627
4322	229	293	14933	14932	15497
10070	4326	4327	46246	46245	46247
4369	293	4368	15498	15500	46407
4324	294	4323	15506	15505	46231
4327	230	4270	14941	14940	46022
3150	640	600	18604	18243	18244
10974	8756	2741	64787	37443	37444
4381	235	4276	14982	14976	46053
4335	4278	207	46063	14755	14758
4986	689	720	19036	19035	19315
9938	8697	8652	64568	64385	64382
4385	4337	301	46285	15570	15571
4279	269	4277	15287	15290	46057
4338	272	4286	15316	15312	46089
4386	330	332	15837	15839	15851
4388	331	4387	15845	15842	46481
4388	277	4341	15345	15347	46299
4342	304	4341	15591	15594	46297
7936	2269	7792	33221	33220	60690
4391	333	4390	15856	15855	46487
4395	4394	4229	46500	45849	45850
4230	240	4229	15029	15034	45844
9083	2817	2786	38127	37846	37849
4394	4294	213	46114	14801	14802
5725	3759	3350	43881	41667	41668
4613	4556	416	47124	16620	16617
4348	3584	310	42945	15642	15643
4353	875	813	20708	20161	20162
4316	255	3306	15156	15160	41393
10073	10072	290	68734	15467	15464
6042	1181	5986	23498	23495	52936
3172	1868	3055	29575	29567	39918
8575	2656	8543	36706	36697	63920
4366	319	4363	15734	15735	46391
4414	4362	319	46384	15732	15733
10158	4761	4830	47951	47947	48224
4803	4656	513	47544	17482	17487
6973	1800	6877	28971	28975	56707
7835	3118	7770	40284	40289	60597
10098	250	3080	15115	15111	40064
3538	2189	2087	32503	31559	31564
4425	3051	3045	39886	39845	39848
4437	4374	297	46436	15538	15539
4437	363	4374	16140	16131	46436
4282	236	4224	14996	14997	45829
4436	362	4435	16124	16123	46663
4375	266	4374	15265	15264	46434
4789	600	4598	18249	18248	47293
4383	368	268	16183	15284	15283
3463	3284	174	41248	14466	14468
10859	9887	8217	68312	62481	62482
8085	7994	8079	61554	61552	61896
3695	3650	2920	43312	39024	39021
4384	302	4337	15577	15575	46284
9025	1201	3281	23688	23685	41232
4394	213	4229	14802	14808	45849
4441	4440	371	46682	16210	16208
10078	4487	4409	46856	46561	46557
10756	2213	7773	32718	32725	60611
4439	370	4438	16200	16199	46673
8133	6078	2466	53320	35023	35020
10077	4484	4408	46846	46554	46552
10072	192	290	14626	14621	15467
5635	3586	1021	42956	22050	22042
6615	1694	1580	28057	27073	27075
4503	4414	416	46580	16615	16616
4510	355	420	16062	16057	16647
4462	259	4461	15195	15194	46765
7267	2009	1952	30858	30344	30347
383	321	294	15750	15501	15509
294	295	383	15510	15517	15509
4381	4276	328	46053	15817	15823
8689	8687	2667	64525	36804	36805
4468	3550	4297	42774	42766	46125
4430	355	4429	16058	16064	46639
12819	8825	10984	65040	65039	70756
329	267	324	15270	15269	15775
268	368	328	15284	15821	15286
10224	794	5118	19992	19990	49375
9957	9226	2791	66442	37886	37892
5220	752	5156	19600	19599	49526
4629	462	4577	17022	17021	47210
3244	3224	503	40930	17389	17394
4414	319	416	15733	15729	16615
10997	8963	8914	65517	65349	65351
7745	254	4413	15152	15151	46577
4476	372	339	16211	15915	15909
11161	4497	4500	46893	46898	46913
4607	447	4604	16884	16883	47322
9530	4251	4255	45934	45929	45952
4410	4314	250	46191	15113	15116
4411	4358	252	46367	15130	15135
4554	350	4503	16003	16009	46923
4496	412	4495	16583	16582	46889
4459	4319	291	46213	15472	15475
4501	489	415	17267	16610	16603
11162	4492	10837	46873	46874	70405
4558	292	4508	15491	15493	46938
10089	4549	346	47099	15970	15971
4701	542	3780	17743	17751	43981
4415	4369	351	46411	16015	16017
4506	417	4505	16627	16625	46929
4507	415	4506	16607	16612	46931
4503	350	4414	16009	16006	46580
4327	3147	295	40464	15519	15520
351	321	418	15752	15751	16014
418	321	383	15751	15750	16316
4462	4461	384	46765	16318	16322
7613	2972	4532	39378	39379	47031
9246	3069	2843	39993	38357	38358
4510	420	4509	16647	16650	46939
4432	360	4431	16105	16104	46644
11217	6364	6431	54493	54492	54764
4435	360	4432	16106	16105	46650
324	363	425	15770	16133	15773
4524	3549	388	42758	16359	16363
9248	2869	2870	38587	38584	38599
11155	246	10048	15082	15077	68683
5063	764	763	19710	19700	19701
370	396	395	16194	16422	16197
4442	336	4438	15884	15890	46674
394	429	337	16414	15894	15898
394	337	371	15898	15899	16206
10295	973	5426	21628	21627	50640
9547	9347	449	66821	16903	16905
9625	5774	5680	52071	51669	51671
10156	4371	4740	46422	46423	47870
397	373	432	16224	16227	16445
4532	2972	344	39379	15954	15955
10079	4430	4429	46640	46639	46637
4531	4530	433	47022	16749	16750
4485	4483	403	46843	16492	16493
9552	4607	4604	47338	47322	47323
5958	1231	5906	23944	23943	52582
9567	4826	4875	48204	48203	48401
4487	311	404	15654	15660	16503
10090	300	4469	15560	15559	46794
4550	4549	443	47101	16850	16851
9553	4553	347	47115	15983	15981
4502	320	318	15736	15719	15728
4553	447	4496	16882	16881	46891
4555	4554	448	47117	16893	16892
4507	4506	320	46931	15744	15737
4505	4460	258	46763	15187	15185
4562	450	4561	16913	16912	47149
4461	4460	382	46761	16300	16301
4563	451	4562	16919	16918	47152
4565	4564	383	47160	16317	16315
4565	421	452	16657	16656	16927
4514	4467	386	46789	16341	16345
3453	3074	1093	40027	22698	22700
9109	2822	3920	38168	38167	44646
4432	232	4222	14954	14957	45819
4568	386	4567	16343	16342	47168
4580	465	3238	17046	17045	41009
9550	456	9548	16964	16971	67439
425	458	388	16690	16355	16362
4525	463	390	17028	16374	16375
3447	1014	1073	21987	21981	22509
4546	441	521	16831	16832	17561
4526	3823	3698	44199	43550	43551
3424	2384	2408	34274	34277	34499
395	464	428	16425	16714	16426
4582	467	4474	17063	17062	46813
10093	4474	10092	46811	46810	68784
9344	2896	9341	38823	38822	66803
466	430	429	16732	16724	16725
4477	397	4476	16444	16443	46817
