6721	6659	1699	55712	28094
8724	1605	6516	27296	27295
7762	2227	2229	32853	32852
7342	2081	7341	31507	31506
3254	3736	1974	41092	30535
1662	1623	1547	27458	26759
7274	7151	1980	57915	30587
10644	1995	7180	30717	30716
6754	1719	3871	28272	28271
1317	1434	1400	24701	25449
6622	1586	1583	27121	27096
1499	6410	6467	26333	54693
6413	1499	6467	26334	26335
10552	3486	8094	42417	42416
9692	6520	6519	55151	55147
1576	1690	1622	27032	27453
7890	2273	7889	33256	33255
6816	1832	1771	29239	28711
7958	2334	2380	33807	33806
7062	6956	1848	57063	29380
9705	1648	6697	27676	27675
9309	7066	3028	57534	39733
6816	6815	6766	56434	56192
5949	1283	4571	24397	24396
7501	7500	2161	59425	32241
10766	7756	7755	60548	60544
6465	6462	1542	54894	26715
7627	2197	2221	32568	32567
9094	3438	3328	42152	41525
6306	1444	6207	25834	25833
10781	2308	2280	33568	33317
8965	3597	5250	43023	43022
1803	1737	3253	28428	28429
9783	7369	2092	58827	31603
7501	2100	7500	31676	31675
8797	7943	3681	61330	43457
6806	4273	1751	46035	28555
7526	7473	2116	59306	31818
2160	3288	3291	32229	41272
1966	3193	1915	30461	29991
6584	1645	1644	27650	27642
7502	7500	2081	59428	31509
2035	2036	2113	31075	31084
6462	3243	1542	41036	26718
1474	3879	3822	26105	44189
7382	7290	2021	58478	30952
7682	2091	7628	31595	31594
8719	2334	7852	33810	33809
7096	7054	1926	57483	30094
7120	1570	1571	26988	26987
10590	1750	3191	28547	28546
7028	1804	6984	29004	29003
10507	6481	6619	54972	54971
6577	3295	3004	41312	39573
9503	3295	6577	41314	41312
7751	7742	2202	60495	32612
10590	3191	1874	40732	29623
9764	7258	7047	58348	57455
9261	6953	1845	57050	29353
1474	3822	1556	26106	26845
9144	3402	7377	41962	41961
9506	1980	5422	30591	30590
6418	1504	6420	26382	26384
10642	7164	7066	57970	57536
7096	1950	1902	30328	29879
1607	1570	1567	26990	26951
7175	7174	1914	58002	29981
6468	1657	1576	27746	27035
9714	3809	6746	44126	44125
10469	1496	10468	26301	26300
2222	2221	2274	32799	32798
2468	2419	2469	34600	34599
7173	1991	1966	30682	30463
10494	6357	3607	54465	43085
1967	3761	3697	30469	43543
7772	7502	2081	59432	31510
6131	1377	1349	25254	24993
10766	2281	2255	33325	33086
7117	6979	1888	57150	29758
6131	1349	6080	24994	24996
7960	7957	2379	61396	34223
6259	1447	1412	25865	25565
8136	2468	2444	35034	34821
9472	3122	6748	40316	40315
6526	1571	6523	26999	26998
6584	6518	1607	55142	27311
7054	1874	7053	29627	29626
7225	7224	7156	58209	57939
5787	1649	3772	27688	27687
7807	2285	2308	33356	33355
6461	6458	1568	54878	26965
6256	1349	1377	24997	24993
6750	1649	5787	27689	27688
7343	1967	2082	30473	30472
2452	2358	2472	34034	34033
6524	1615	1611	27390	27349
7677	2247	7626	33024	33023
1586	1519	1445	26506	25843
8092	2444	2351	34823	33966
6876	1803	3253	28997	28996
2452	2334	2358	33812	33811
1568	1538	1537	26677	26667
6979	1856	3236	29459	29458
9509	3111	4584	40234	40233
1469	1433	1497	25744	25745
1469	1434	1433	25748	25743
6481	1583	6429	27102	27101
1845	6953	7058	29353	57052
1791	6757	6865	28889	56157
1317	1405	1433	24704	25502
6207	1444	1377	25833	25257
11238	1981	10642	30597	30596
6433	6432	1444	54768	25836
6656	1672	6618	27871	27870
9119	3409	3417	42002	42001
10591	9261	3387	66554	41880
6828	6827	1804	56467	29009
7957	7956	2377	61392	34203
5649	5535	3570	51095	42872
7958	7853	2334	60944	33814
1499	1469	1497	26062	26061
8178	2444	2468	34824	34821
7221	1981	6842	30600	30599
6768	1661	6710	27780	27779
1545	1508	6356	26418	26419
1508	1435	6356	25756	25758
7588	7589	9792	59792	59797
3697	3761	3155	43543	40503
7499	2078	2160	31480	31479
1610	1684	1647	27338	27668
3368	3528	9244	41768	42643
7957	2377	2379	34204	34206
9092	6979	3236	57152	40995
1698	1770	1737	28087	28427
1672	1770	1698	27873	28087
1775	1700	1737	28101	28102
1700	1698	1737	28089	28088
7048	7007	1813	57285	29082
7684	2178	7629	32397	32396
1672	1698	1673	27874	27884
7894	7801	2251	60725	33055
6458	6457	1568	54874	26969
10623	1893	7074	29803	29802
7500	2056	2081	31280	31279
8970	8763	3648	64810	43307
6801	1684	1683	27982	27974
2139	2113	2141	31793	31792
9692	6518	1608	55144	27316
9503	1664	3295	27797	27796
7811	2311	7763	33592	33591
8003	2280	2308	33320	33317
7012	1902	6952	29883	29882
6772	1696	3912	28071	28070
6465	1538	6462	26680	26679
10793	2274	2272	33263	33247
1573	3715	3488	27015	42425
6301	1409	10437	25539	25540
1434	1317	1433	24701	24705
6619	6481	1553	54971	26816
9825	7693	2207	60271	32663
7175	1992	7174	30693	30692
8710	3705	3785	43591	43590
2005	2169	2116	30805	31821
7111	1906	1853	29917	29430
7204	1928	2067	30118	30121
3657	3926	1606	43338	27303
6603	1617	6537	27407	27406
7068	1883	1936	29709	29708
7173	1966	1915	30464	29990
6623	1558	6558	26868	26867
8346	3295	6608	41317	41316
8183	2488	2472	35225	35069
9338	3243	6457	41039	41038
3978	2182	2162	32430	32251
10737	7696	7639	60280	60025
7677	2194	2172	32545	32342
1932	7147	7276	30163	57900
7219	1932	7276	30164	30165
8710	2092	3506	31606	31609
9192	3591	3406	42985	41986
6597	1651	1615	27699	27392
9764	7257	7258	58346	58345
6132	1377	6131	25260	25254
7368	2035	2005	31080	30810
9261	3548	3387	42752	41883
7526	2195	2175	32554	32369
9506	3084	3090	40088	40087
9792	7437	2074	59138	31441
2091	3705	3653	31598	43321
7503	5322	2042	50213	31141
1936	1883	1990	29708	29711
5232	1966	3167	30466	30465
7057	1751	1845	28559	28558
9192	3406	3180	41987	40660
7639	2229	2227	32868	32852
3784	1497	1506	26316	26315
7584	2204	7582	32635	32634
7756	2206	7755	32652	32651
10650	7283	7227	58448	58216
1915	3193	1890	29991	29777
7057	1845	1872	29357	29359
7024	6975	1832	57133	29237
9834	7892	7891	61118	61114
6526	3488	1571	42427	27001
2017	3180	1961	30916	30417
1730	1771	3611	28362	28715
3093	1730	3611	28363	28364
6823	6772	1774	56219	28739
4571	1283	1321	24396	24398
10642	7066	10619	57537	57539
6583	1644	1643	27643	27632
8710	3785	7475	44001	44003
7343	1995	3761	30720	30719
7271	2042	3528	31145	31144
10467	6537	1539	55211	26684
6582	1643	1610	27635	27341
10766	2255	7693	33087	33089
9465	7147	1932	57901	30163
7294	2056	1992	31282	30694
6980	3486	1738	42419	28441
7738	2143	7682	32076	32075
7590	2207	2160	32666	32234
9698	3060	2991	39939	39491
6828	1804	1776	29010	28756
7116	1856	6979	29461	29459
7585	2225	2204	32830	32636
10766	7693	7756	60273	60274
2221	2272	2274	32800	33247
10467	1540	6537	26701	26700
5949	5649	3339	51540	41585
6767	1660	6605	27767	27764
8000	2420	2399	34613	34412
7062	1877	6956	29654	29651
3441	3111	2160	40236	32236
9704	6696	1719	55892	28274
7628	2091	2071	31594	31412
7143	1924	1872	30081	29605
6408	1496	1498	26306	26305
8854	3926	3657	44678	43338
6909	6866	1821	56664	29157
9219	5322	3653	50215	43323
7585	2204	7584	32629	32635
6812	1771	1832	28717	28711
6910	3028	1765	39736	28668
3609	3714	1542	43093	26719
7452	2074	7437	31443	31441
6521	3086	1608	40097	27322
7956	2255	2281	33090	33086
1974	3304	3254	30540	41096
6852	1714	1715	28234	28233
1730	1662	1729	27787	27784
6897	1787	1714	28853	28235
5407	1933	3528	30175	30174
10449	3607	6357	43088	43085
2941	3681	2349	39174	33946
7380	3402	2015	41967	30900
7294	7175	1914	58005	29982
7452	7331	2074	58659	31444
7120	3609	3243	43095	41040
3191	1789	1873	28873	28872
6803	6749	1684	56122	27983
1983	7155	7156	30618	57936
9764	7143	7257	57885	57884
10494	1547	6545	26763	26762
3784	3899	1497	43997	26321
8011	2380	2400	34233	34232
1348	1283	3339	24399	24400
8092	2349	2419	33950	33949
6425	1470	1553	26071	26070
6432	6304	1444	54258	25841
6577	3765	3815	43908	43907
7762	2225	2227	32833	32832
6604	6537	1540	55213	26700
8001	7951	2306	61371	33548
7204	7144	1928	57886	30122
3578	1915	1833	29995	29244
7436	2096	2152	31642	31641
10467	6409	1540	54687	26702
10650	7227	10642	58217	58219
9705	6696	1613	55894	27372
10483	6468	1575	54916	27025
10680	2038	7370	31107	31106
7382	2096	7380	31645	31644
7589	2206	2207	32655	32654
7892	7890	2350	61112	33960
8183	2448	8138	34857	34859
5407	1849	1933	29397	29396
1771	3544	3611	28716	42734
10618	1913	7024	29971	29974
7439	4239	3360	45891	41724
3730	1842	3809	29323	29325
7763	7762	2229	60567	32866
3539	1791	3387	28897	28896
6648	1604	3122	27284	27283
7332	2074	7331	31445	31444
6597	1615	6533	27393	27395
1666	3912	3815	27819	44156
7382	7380	7290	58877	58480
10449	1435	3607	25760	25759
7487	7439	2125	59149	31908
7843	7802	2306	60733	33551
6646	1681	1645	27958	27652
9472	6748	1685	56115	27990
2229	3542	2286	32869	33370
6774	1666	3628	27822	27821
7952	7843	7951	60905	60904
6637	2256	2182	33098	32432
10470	6411	1496	54701	26303
7143	1872	7142	29610	29611
1845	1751	3548	28558	28561
7343	2082	7342	31518	31521
6618	1553	6656	26822	26823
10589	6858	6753	56635	56142
3809	9714	3672	44126	43418
7028	6984	1890	57167	29778
6294	6246	1400	54010	25457
7341	2081	2056	31506	31279
6880	6879	1833	56711	29247
9698	3441	6637	42174	42173
1765	1832	6816	28671	29239
7435	7332	2124	58666	31897
1448	1519	1447	25876	25869
7274	2042	7271	31146	31145
9838	8719	3777	64649	43964
10694	7632	7438	59996	59146
7801	7684	2251	60243	33061
6198	6197	1283	53815	24401
6585	4041	3690	45118	43512
1737	1770	3491	28427	28708
3253	1737	3491	28429	28433
6880	1833	1834	29248	29249
2399	2420	2447	34412	34609
6585	3690	1605	43513	27298
7943	7942	2373	61326	34165
3476	1967	3608	30476	30475
6523	1609	1613	27330	27329
10737	2161	7696	32245	32244
7435	2124	3861	31898	31900
7155	1821	1906	29160	29154
6910	3417	5923	42053	42052
1848	3271	3162	29385	40547
8829	1752	6754	28565	28564
6951	1717	1750	28254	28253
7639	2227	7636	32855	32856
6411	1542	1541	26721	26708
7948	7945	2280	61335	33321
9144	1983	7224	30622	30621
7742	7628	2202	59984	32618
1571	3715	3714	27002	43652
6601	1541	3203	26705	26710
9692	1609	6520	27333	27332
1666	6771	3912	27824	44611
2141	2172	2194	32059	32342
8583	7889	2273	61110	33255
10480	6461	1568	54890	26966
7696	3542	2229	42724	32869
7804	2204	2225	32632	32636
6425	1471	1470	26079	26072
9062	9244	3528	65845	42643
7957	2255	7956	33091	33090
7802	2223	3263	32816	32815
5322	3506	2042	42525	31147
10589	1717	6951	28256	28254
10606	7096	1902	57683	29880
3283	1647	1684	27670	27668
3107	2091	3653	31600	31599
8663	3928	3926	44689	44680
6774	3628	1738	43200	28444
10680	7262	2038	58367	31109
6775	6719	1702	55975	28114
1508	1547	3607	26420	26765
3520	1547	1508	26764	26420
2178	2124	2149	31902	31903
10680	1976	7262	30556	30555
7474	2047	7473	31191	31190
1518	1447	1587	25873	25872
10650	10642	1981	69994	30596
7475	3785	2143	44003	32078
1540	1501	1505	26350	26349
7377	5422	1983	50624	30623
6866	1756	1821	28599	28601
7173	1915	3578	29993	29995
10591	3387	1849	41881	29398
10644	7074	1893	57573	29802
4672	2080	4584	31502	31501
9509	2080	7499	31504	31497
3718	3772	1649	43673	27687
6409	1498	1501	26326	26325
9489	7504	3106	59436	40201
6801	1683	1788	27975	27977
10470	1538	6465	26681	26680
3570	1349	1348	25000	24988
10591	5407	6953	50553	50552
3339	3570	1348	41589	24989
6662	6617	1671	55536	27867
1545	1622	3520	26746	27456
1499	1497	3915	26313	26314
1652	1573	3488	27017	27016
3203	1573	1652	27012	27017
6586	6585	1604	55419	27289
1622	1690	1662	27453	27788
3565	3591	2078	42842	31484
6558	1518	1587	26503	26502
6910	1765	3417	28669	28673
6690	1715	6646	28241	28240
6776	1776	6775	28759	28758
3155	3167	3670	40509	40579
6662	1739	1702	28455	28117
8182	2468	8179	35037	35039
7750	2202	2204	32621	32620
7742	2250	7682	33050	33049
9117	3476	3608	42369	42367
6583	1608	6518	27326	27316
7341	1914	7180	29986	29985
7944	7942	2276	61328	33280
7341	7294	1914	58493	29984
7058	1872	1845	29612	29359
6803	1789	6749	28874	28876
5734	3772	3718	43941	43673
7219	6842	3164	56549	40559
1623	1730	1693	27460	28048
9430	1916	5232	29998	30003
7853	2311	7852	33595	33594
9192	3180	7452	40661	40657
7804	7750	2204	60531	32637
7262	1976	1950	30555	30330
7377	3084	5422	40092	40090
1545	3520	1508	26747	26421
7025	3067	1857	39988	29472
6656	1579	1693	27068	27067
2452	2488	2470	34894	35053
6530	1615	1537	27397	26670
1627	6551	8751	27493	55264
6551	1627	1671	27493	27492
2469	2419	2374	34599	34178
1605	1567	6516	26957	26958
7523	2141	2092	32061	31611
3426	2100	2126	31681	31678
10793	7890	7892	61113	61112
10417	6208	1412	53853	25571
9834	7893	2274	61122	33264
7582	2204	2202	32634	32620
9990	3060	9698	39941	39939
6520	1570	6519	26993	26992
7204	7142	7144	57880	57879
6079	1961	3578	30422	30421
6415	1545	6356	26745	26740
8763	2074	7435	31447	31446
1816	1874	7012	29110	29630
7270	3528	2042	42650	31144
7369	2067	1928	31380	30121
8719	7908	2334	61184	33816
6801	1788	1789	28863	28864
6408	6407	1538	54684	26682
1770	3093	3611	28709	40138
3544	1770	3611	28705	28710
7807	7804	2225	60744	32835
1652	3488	3496	27705	42430
10619	7066	9309	57539	57534
9033	3570	5535	42875	42872
7475	2143	2172	32079	32072
2251	2222	2274	32807	32805
5734	3539	3772	42705	42704
8139	2469	8002	35045	35044
3491	1770	3544	28708	28705
3193	3333	1890	40742	29781
10480	6524	6461	55166	54891
9092	6980	1888	57156	29760
6433	1444	6368	25837	25842
7590	2078	7437	31482	31487
6879	1803	1857	29001	29000
10586	6898	1842	56789	29326
7271	3528	1933	42647	30174
2286	2162	3777	32256	32254
6828	6721	6827	55985	55984
6898	6897	1841	56786	29316
9119	3417	6765	42050	42055
1672	3093	1770	27877	28709
9062	3528	7270	42649	42650
7684	3263	2178	41142	32399
10694	2975	7632	39397	39396
9144	7224	2015	58206	30903
2124	2178	3861	31902	32400
7380	2015	7290	30901	30905
7629	2178	2149	32396	32129
7025	7024	1913	57356	29974
9489	3106	3060	40202	39942
7890	7889	2350	61109	33957
8011	2400	8005	34421	34423
8765	3702	3801	43576	43575
8797	3681	2941	43458	39174
6547	1553	6546	26825	26824
3203	1541	1573	26710	26711
6582	6521	1608	55155	27323
1715	1714	1681	28233	27960
7180	1914	7074	29985	29988
8724	1604	1605	27292	27291
7570	2139	2141	32042	32040
2035	2139	2169	31082	32046
1573	1541	1542	26711	26708
10467	1539	6409	26685	26687
1622	1545	1575	26746	26741
6823	1774	3702	28740	28742
8183	2472	2448	35070	34854
7257	7143	1975	57884	30547
6207	6132	6206	53555	53554
6719	1738	3628	28445	28444
3090	2071	3107	31416	31415
10494	6545	1509	55244	26427
7499	2080	2078	31497	31488
10675	7180	1995	58029	30716
2113	2139	2035	31793	31082
6858	3871	1719	44429	28271
7221	2050	1981	31215	30604
6768	1731	1767	28378	28377
6803	1684	6801	27984	27982
1497	3899	3906	26321	44550
5250	1762	1752	28650	28567
6619	6618	1672	55540	27870
2353	2351	2420	33973	33969
10659	7474	7277	59311	58423
3167	3608	3670	40580	43092
7890	2272	2273	33251	33250
7120	3714	3609	43656	43093
7331	2017	7283	30919	30918
10417	6206	6208	53849	53846
6816	6766	1765	56193	28674
7504	4397	2161	46507	32246
4512	3822	3879	44191	44189
3291	3441	2160	41288	32237
6753	1719	6697	28279	28278
7024	1832	3028	29241	29242
7219	3164	1932	40560	30168
2256	3291	9286	33095	41289
6852	1715	1813	28238	28244
9092	3486	6980	42420	42419
6601	1657	6468	27750	27746
6917	1833	6879	29251	29247
8719	7852	3777	60940	43966
6806	3272	4273	41187	41186
6457	3243	1568	41038	26971
8179	2468	2469	35039	35032
8389	2306	7802	33553	33551
6587	1607	3690	27314	27313
1684	1610	1683	27338	27344
7628	7581	2202	59769	32622
8389	3263	7801	41145	41147
7111	1853	7068	29433	29436
9737	6969	1853	57105	29437
1856	1774	3236	28743	28744
9430	3167	3155	40581	40509
7057	6949	6806	57032	56400
7811	7763	2229	60570	32872
6775	1776	1738	28758	28446
6481	6429	1553	54756	26826
7677	2172	2247	32343	32348
6597	1617	1722	27411	27412
1683	1610	1643	27344	27341
1662	1690	1729	27788	28025
5649	3570	3339	42873	41589
7570	2141	2194	32062	32060
